age,job,marital,education,default,balance,rentown,repairplan,contact,plannum,months,devices,poutcome,bresponse
37,entrepreneur,single,tertiary,no,1467,own,yes,cellular,17,349,1,unknown,0
45,admin.,single,secondary,no,0,own,no,cellular,8,38,1,unknown,0
47,management,married,tertiary,no,109,own,no,cellular,22,268,1,unknown,0
52,management,married,tertiary,no,-11,own,no,cellular,11,94,1,unknown,0
33,services,married,secondary,no,90,own,no,cellular,28,263,1,unknown,0
60,blue-collar,married,primary,no,493,rent,no,cellular,18,671,1,unknown,1
33,management,divorced,secondary,no,1897,own,yes,unknown,2,197,1,unknown,0
44,admin.,married,secondary,no,2403,own,no,cellular,28,180,1,unknown,0
38,entrepreneur,married,secondary,no,868,rent,no,cellular,20,452,1,unknown,0
54,entrepreneur,married,secondary,no,653,own,no,unknown,15,352,1,unknown,0
32,unemployed,divorced,primary,no,0,rent,no,cellular,15,175,1,unknown,0
33,technician,married,secondary,no,0,own,yes,cellular,19,163,1,unknown,0
55,services,divorced,secondary,no,218,own,no,unknown,29,200,1,unknown,0
51,blue-collar,married,primary,no,5050,rent,yes,unknown,16,75,1,unknown,0
48,blue-collar,married,secondary,no,741,own,no,cellular,16,227,1,unknown,0
37,services,single,secondary,no,1050,own,no,cellular,3,586,1,unknown,0
33,services,single,secondary,no,-56,rent,yes,cellular,10,119,1,unknown,0
30,blue-collar,married,primary,no,1,own,yes,telephone,22,80,1,unknown,0
43,blue-collar,married,primary,no,-98,own,yes,cellular,12,112,4,other,0
49,technician,married,secondary,no,4667,own,no,unknown,19,130,1,unknown,0
54,unemployed,married,primary,no,541,own,no,cellular,3,237,1,unknown,0
31,unemployed,married,tertiary,no,7744,rent,no,cellular,26,377,1,unknown,0
54,unknown,married,unknown,no,895,rent,no,cellular,7,335,1,unknown,1
36,unemployed,married,secondary,no,-129,own,no,cellular,29,121,1,unknown,0
30,admin.,married,secondary,no,0,rent,no,cellular,15,127,1,unknown,0
27,technician,single,secondary,no,158,rent,no,unknown,1,650,1,unknown,1
30,admin.,married,secondary,no,122,own,no,unknown,16,107,1,unknown,0
30,blue-collar,married,secondary,no,673,own,no,unknown,20,610,1,unknown,0
35,technician,divorced,secondary,no,0,rent,no,cellular,25,124,1,unknown,0
33,services,divorced,secondary,no,411,own,no,unknown,8,216,1,unknown,0
43,blue-collar,divorced,primary,no,-97,own,yes,cellular,31,747,1,unknown,0
41,blue-collar,married,secondary,no,-217,own,no,cellular,11,313,4,other,0
41,management,divorced,tertiary,no,5037,rent,no,cellular,23,252,6,other,1
46,admin.,divorced,secondary,no,2232,rent,no,cellular,13,121,1,unknown,1
54,blue-collar,married,secondary,no,-932,own,no,unknown,7,799,1,unknown,0
32,management,married,tertiary,no,913,own,no,cellular,23,883,5,failure,0
30,technician,single,tertiary,no,236,own,no,unknown,16,197,1,unknown,0
40,entrepreneur,married,primary,no,0,own,no,cellular,11,271,1,unknown,0
30,blue-collar,married,primary,no,2581,rent,no,unknown,12,221,1,unknown,0
27,admin.,married,secondary,no,639,rent,yes,cellular,14,243,1,unknown,0
41,blue-collar,married,primary,no,849,own,no,unknown,15,72,1,unknown,0
54,services,married,secondary,no,386,own,no,cellular,2,155,1,unknown,0
32,management,single,tertiary,no,1218,own,no,telephone,28,70,1,unknown,0
31,management,married,tertiary,no,2603,own,no,cellular,11,280,1,unknown,1
42,blue-collar,married,secondary,no,-921,own,no,unknown,26,115,1,unknown,0
48,admin.,married,primary,no,607,rent,no,unknown,20,29,1,unknown,0
34,blue-collar,married,primary,no,79,own,no,cellular,14,406,1,unknown,0
55,technician,divorced,secondary,no,61,own,yes,cellular,25,113,1,unknown,0
49,technician,married,secondary,no,1091,rent,no,telephone,30,47,1,unknown,0
46,management,divorced,tertiary,no,743,rent,no,unknown,5,36,1,unknown,0
47,entrepreneur,married,unknown,no,209,own,no,unknown,6,135,1,unknown,0
24,management,single,tertiary,no,172,rent,no,cellular,3,67,1,unknown,0
58,entrepreneur,married,secondary,no,2,rent,no,unknown,16,684,1,unknown,0
32,management,single,tertiary,no,41,rent,no,cellular,21,686,1,unknown,1
25,student,single,secondary,no,1116,own,no,cellular,2,170,1,unknown,0
49,blue-collar,married,secondary,no,-55,rent,no,unknown,17,150,1,unknown,0
59,retired,divorced,secondary,no,5845,rent,no,cellular,14,1060,1,unknown,1
30,management,single,tertiary,no,329,own,no,unknown,6,122,1,unknown,0
46,blue-collar,married,secondary,no,494,own,no,unknown,26,724,1,unknown,0
42,management,married,unknown,no,1519,rent,no,cellular,19,230,2,success,1
37,entrepreneur,married,tertiary,no,2685,rent,no,unknown,20,187,1,unknown,0
44,blue-collar,married,primary,no,-14,own,yes,unknown,19,179,1,unknown,0
49,services,married,secondary,no,5673,rent,yes,cellular,4,357,1,unknown,0
41,blue-collar,married,secondary,no,1459,rent,no,unknown,5,82,1,unknown,0
48,technician,married,tertiary,no,0,rent,no,telephone,26,176,1,unknown,0
31,management,married,secondary,no,625,own,no,cellular,7,424,2,failure,0
37,student,married,unknown,no,0,rent,no,unknown,18,115,1,unknown,0
51,services,married,secondary,no,867,own,no,cellular,3,177,4,failure,0
80,retired,married,secondary,no,8304,rent,no,telephone,9,712,13,failure,1
32,management,single,tertiary,no,151,own,no,unknown,6,118,1,unknown,0
48,services,married,primary,yes,-583,own,no,unknown,2,25,1,unknown,0
49,blue-collar,married,tertiary,no,1784,rent,no,unknown,12,753,1,unknown,0
30,management,married,tertiary,no,3134,own,no,cellular,17,124,1,unknown,0
27,self-employed,single,secondary,no,49,own,no,cellular,30,208,1,unknown,0
34,technician,married,secondary,no,-346,rent,no,cellular,13,136,1,unknown,0
49,management,married,secondary,no,1623,own,no,cellular,19,1081,1,unknown,1
48,management,married,tertiary,no,60,rent,no,telephone,7,376,8,failure,0
40,services,married,secondary,no,17,rent,no,cellular,4,78,1,unknown,0
38,blue-collar,married,secondary,no,2008,own,no,cellular,18,354,1,unknown,0
46,blue-collar,married,primary,no,91,own,no,cellular,6,29,3,failure,0
41,entrepreneur,married,tertiary,no,171,own,no,cellular,19,209,5,failure,0
28,management,single,tertiary,no,1027,own,no,cellular,14,433,1,unknown,0
51,services,married,unknown,no,5801,own,no,unknown,29,147,1,unknown,0
33,blue-collar,divorced,primary,no,142,own,no,telephone,11,41,6,failure,0
26,management,single,tertiary,no,205,rent,no,unknown,26,111,1,unknown,0
34,admin.,single,secondary,no,852,rent,no,cellular,14,108,1,unknown,0
27,blue-collar,married,secondary,yes,-584,own,no,cellular,7,411,1,unknown,0
42,self-employed,married,secondary,no,97,rent,no,cellular,10,108,1,unknown,0
45,admin.,married,secondary,no,204,own,no,cellular,3,224,1,unknown,1
31,technician,single,secondary,no,628,own,no,unknown,12,1083,1,unknown,0
32,management,single,tertiary,no,311,rent,no,unknown,12,757,1,unknown,1
39,blue-collar,married,primary,no,1564,rent,no,unknown,17,57,1,unknown,0
26,blue-collar,single,secondary,no,856,own,yes,cellular,30,95,1,unknown,0
40,management,single,tertiary,no,1509,rent,no,cellular,15,144,2,failure,0
52,services,married,secondary,no,-888,rent,no,cellular,16,135,1,unknown,0
40,technician,single,tertiary,no,226,rent,no,cellular,15,176,1,unknown,0
48,technician,married,secondary,no,127,rent,yes,cellular,7,524,1,unknown,0
31,services,married,secondary,no,413,own,no,unknown,13,65,1,unknown,0
27,admin.,married,secondary,no,710,own,yes,cellular,6,653,3,success,1
47,technician,married,secondary,no,1233,own,no,unknown,11,91,3,other,1
28,management,single,secondary,no,171,rent,no,cellular,10,93,1,unknown,1
40,management,divorced,tertiary,no,69,own,no,cellular,6,503,3,failure,0
34,admin.,married,secondary,no,1499,own,no,cellular,13,186,3,failure,0
29,self-employed,married,tertiary,no,751,own,no,unknown,23,121,1,unknown,0
36,management,married,tertiary,no,61,rent,yes,cellular,19,452,1,unknown,0
83,retired,married,primary,no,425,rent,no,telephone,22,883,2,failure,1
55,services,divorced,primary,no,2923,own,no,unknown,15,104,1,unknown,0
43,management,divorced,tertiary,no,99,rent,no,cellular,29,24,1,unknown,0
23,student,single,secondary,no,1021,rent,no,telephone,19,79,1,unknown,0
44,technician,married,tertiary,no,1146,rent,no,cellular,4,178,1,unknown,0
58,blue-collar,married,primary,no,781,own,no,cellular,15,74,1,unknown,0
29,admin.,single,secondary,no,1448,rent,no,cellular,10,217,8,other,0
30,management,single,tertiary,no,604,rent,yes,cellular,2,475,1,unknown,0
29,admin.,single,secondary,no,-194,own,no,cellular,7,127,1,unknown,0
41,technician,married,secondary,no,0,rent,no,cellular,11,101,1,unknown,0
35,housemaid,married,primary,no,0,own,no,cellular,14,340,1,unknown,0
31,technician,single,secondary,no,1014,own,no,cellular,23,158,1,unknown,0
27,admin.,single,tertiary,no,73,rent,no,cellular,29,242,1,unknown,0
47,services,married,secondary,no,2597,own,no,unknown,16,323,1,unknown,0
53,self-employed,married,tertiary,no,2627,own,yes,unknown,16,18,1,unknown,0
34,management,married,tertiary,no,1906,own,no,cellular,14,68,1,unknown,0
34,blue-collar,married,primary,no,-319,own,yes,cellular,9,134,1,unknown,0
36,management,married,tertiary,no,-296,own,no,cellular,14,113,1,unknown,0
40,technician,married,secondary,no,169,own,no,cellular,18,43,1,unknown,0
37,self-employed,single,tertiary,no,556,rent,no,unknown,17,200,1,unknown,0
65,retired,divorced,unknown,no,300,rent,no,cellular,2,245,1,unknown,0
53,technician,divorced,secondary,no,751,own,no,unknown,16,343,1,unknown,0
28,technician,single,secondary,no,126,rent,no,cellular,3,229,1,unknown,0
33,technician,divorced,tertiary,no,-386,own,no,unknown,23,530,1,unknown,0
56,blue-collar,married,primary,no,379,rent,no,cellular,13,58,1,unknown,0
45,self-employed,married,secondary,no,706,rent,no,cellular,30,78,2,success,0
39,technician,married,secondary,no,9121,rent,no,unknown,5,147,1,unknown,0
28,management,single,tertiary,no,1466,own,no,cellular,25,40,1,unknown,0
36,blue-collar,married,primary,no,0,own,no,cellular,18,618,1,unknown,0
41,blue-collar,married,primary,no,951,own,no,cellular,20,23,1,unknown,0
46,admin.,married,secondary,no,368,rent,no,cellular,20,293,5,other,1
41,blue-collar,married,secondary,no,121,own,no,cellular,13,16,6,other,0
59,services,married,secondary,no,204,rent,no,cellular,23,286,1,unknown,0
24,admin.,married,secondary,no,299,own,no,cellular,6,209,2,failure,0
34,management,married,tertiary,no,4170,own,no,unknown,21,935,1,unknown,0
40,blue-collar,married,primary,no,-335,own,no,unknown,27,260,1,unknown,0
42,admin.,married,secondary,no,3165,own,no,unknown,16,298,1,unknown,0
50,services,married,secondary,no,254,own,no,cellular,15,397,2,failure,0
25,management,single,tertiary,no,553,own,no,cellular,17,113,2,failure,0
51,services,divorced,secondary,no,518,own,no,telephone,17,76,1,unknown,0
50,management,married,tertiary,no,85,rent,yes,cellular,1,141,1,unknown,0
37,blue-collar,married,unknown,no,603,own,no,unknown,23,773,1,unknown,0
21,services,single,secondary,no,361,rent,no,telephone,5,329,2,other,0
52,blue-collar,married,secondary,no,-98,own,no,unknown,7,423,1,unknown,0
55,retired,married,primary,no,4424,rent,no,cellular,5,67,1,unknown,0
26,technician,single,secondary,no,2610,own,yes,unknown,2,626,1,unknown,0
38,technician,married,tertiary,no,3234,rent,no,cellular,18,578,1,unknown,1
32,blue-collar,married,secondary,no,687,own,no,unknown,9,61,1,unknown,0
31,blue-collar,married,secondary,no,631,own,no,unknown,23,248,1,unknown,0
34,technician,single,secondary,no,341,rent,yes,cellular,29,136,4,failure,0
33,technician,single,tertiary,no,316,rent,no,cellular,21,126,1,unknown,0
35,technician,married,secondary,no,2,rent,no,telephone,28,653,1,unknown,0
44,management,married,unknown,no,415,own,no,telephone,14,7,1,unknown,0
48,management,divorced,tertiary,no,507,own,no,cellular,9,528,1,unknown,0
29,blue-collar,married,secondary,no,912,own,no,cellular,13,785,1,unknown,0
50,management,married,tertiary,no,0,rent,no,cellular,9,243,1,unknown,0
37,blue-collar,married,primary,no,37,own,no,cellular,13,24,2,other,0
44,admin.,single,secondary,no,2524,rent,no,unknown,19,82,1,unknown,0
36,unemployed,single,tertiary,no,9019,own,no,unknown,11,952,1,unknown,0
49,blue-collar,divorced,unknown,no,39,own,no,cellular,13,27,1,unknown,0
31,blue-collar,married,secondary,no,0,own,no,unknown,5,143,1,unknown,0
49,technician,divorced,secondary,no,265,own,no,unknown,12,274,1,unknown,0
35,blue-collar,single,secondary,no,0,own,no,cellular,16,1174,5,other,1
57,admin.,divorced,unknown,no,4012,rent,no,cellular,20,915,1,unknown,0
42,blue-collar,married,primary,no,1520,own,no,cellular,5,115,1,unknown,0
36,blue-collar,divorced,secondary,no,-140,own,no,unknown,26,222,1,unknown,0
75,retired,divorced,primary,no,852,rent,no,cellular,15,341,1,unknown,0
38,blue-collar,single,secondary,no,578,own,no,unknown,21,112,1,unknown,0
40,blue-collar,married,primary,yes,0,own,no,unknown,6,64,1,unknown,0
38,services,single,secondary,no,2253,own,no,cellular,13,937,1,unknown,1
34,management,single,tertiary,no,1171,own,no,cellular,10,129,1,unknown,0
29,technician,single,tertiary,no,452,own,no,cellular,11,59,1,unknown,0
28,admin.,married,secondary,no,-97,own,no,cellular,29,79,3,success,0
79,retired,married,secondary,no,4738,rent,no,telephone,9,151,1,unknown,0
51,admin.,divorced,secondary,no,467,own,no,unknown,19,83,1,unknown,0
32,student,single,tertiary,no,0,rent,no,cellular,6,101,7,other,0
36,management,married,tertiary,no,495,rent,no,cellular,5,157,3,success,1
38,entrepreneur,married,secondary,no,157,rent,yes,cellular,15,57,2,other,0
49,self-employed,married,secondary,no,358,own,yes,unknown,13,176,1,unknown,0
42,services,married,secondary,no,292,own,no,cellular,11,222,1,unknown,0
43,blue-collar,married,primary,no,7343,own,no,unknown,2,217,1,unknown,0
34,blue-collar,married,secondary,no,-563,own,no,unknown,26,252,1,unknown,0
59,retired,single,secondary,no,351,own,no,unknown,27,1063,1,unknown,1
35,unknown,married,primary,no,365,rent,no,cellular,29,41,1,unknown,0
33,blue-collar,single,secondary,no,13494,own,no,unknown,20,27,1,unknown,0
34,admin.,single,secondary,no,846,own,no,cellular,17,758,1,unknown,0
64,retired,married,secondary,no,1574,rent,no,telephone,29,301,1,unknown,1
34,entrepreneur,married,tertiary,no,-28,own,no,cellular,16,574,1,unknown,0
77,retired,married,tertiary,no,0,rent,no,cellular,16,847,2,success,1
57,retired,married,primary,no,2927,rent,yes,telephone,30,78,1,unknown,0
30,blue-collar,married,secondary,no,501,own,yes,unknown,27,514,1,unknown,0
56,housemaid,divorced,primary,yes,1238,rent,no,unknown,5,1558,1,unknown,1
49,unknown,married,unknown,no,301,rent,no,cellular,14,789,1,unknown,0
73,retired,married,primary,no,1388,rent,no,cellular,20,146,4,success,0
39,technician,single,secondary,no,102,own,no,cellular,14,272,1,unknown,0
57,technician,divorced,primary,no,13,own,no,cellular,8,323,3,failure,0
32,self-employed,married,secondary,no,413,own,no,cellular,11,712,1,unknown,0
32,technician,single,tertiary,no,4665,own,no,unknown,21,860,1,unknown,1
45,admin.,married,secondary,no,638,own,no,cellular,20,75,1,unknown,0
32,blue-collar,married,secondary,no,101,own,no,unknown,19,191,1,unknown,0
31,management,married,tertiary,no,1224,own,yes,cellular,24,1441,1,unknown,1
49,self-employed,married,secondary,no,1103,rent,no,cellular,12,428,1,unknown,0
29,services,married,secondary,no,3748,rent,no,cellular,28,322,1,unknown,0
55,technician,married,secondary,no,955,own,no,cellular,29,104,1,unknown,0
30,admin.,married,secondary,no,518,own,no,cellular,8,127,1,unknown,0
45,services,single,primary,no,1893,own,no,unknown,3,1259,1,unknown,1
39,technician,married,tertiary,no,14,rent,no,cellular,28,114,1,unknown,0
36,admin.,married,secondary,no,-423,own,yes,unknown,13,106,1,unknown,0
33,management,married,tertiary,no,3696,rent,no,cellular,19,305,4,failure,0
36,management,married,tertiary,no,2987,own,no,cellular,12,307,1,unknown,1
31,technician,single,secondary,no,433,rent,no,cellular,11,1504,1,unknown,0
36,technician,married,unknown,no,756,rent,no,cellular,11,396,1,unknown,0
38,technician,single,tertiary,no,0,own,no,cellular,1,71,1,unknown,0
33,unknown,married,secondary,no,2727,rent,no,cellular,6,205,1,unknown,0
40,technician,married,secondary,no,93,own,no,unknown,13,134,1,unknown,0
31,blue-collar,married,secondary,no,1766,rent,yes,cellular,5,166,1,unknown,1
39,services,married,secondary,no,124,own,no,cellular,31,81,1,unknown,0
33,admin.,married,tertiary,no,69,rent,yes,cellular,4,77,1,unknown,0
53,services,divorced,secondary,no,0,rent,no,cellular,12,80,1,unknown,1
38,management,married,tertiary,no,0,own,no,cellular,13,537,3,failure,0
59,technician,married,secondary,no,259,rent,no,cellular,15,415,2,success,1
55,blue-collar,married,primary,no,4103,rent,no,cellular,19,291,1,unknown,0
38,technician,single,tertiary,no,744,own,no,cellular,14,283,13,other,0
48,services,married,secondary,no,116,own,no,telephone,20,70,1,unknown,0
53,blue-collar,married,secondary,no,70,own,no,unknown,5,611,1,unknown,0
44,admin.,divorced,secondary,no,432,rent,no,cellular,9,132,1,unknown,0
57,management,married,tertiary,no,1172,rent,no,unknown,18,26,1,unknown,0
29,blue-collar,single,secondary,no,9,own,no,cellular,11,262,1,unknown,0
31,services,married,secondary,no,428,own,no,unknown,21,272,1,unknown,0
35,technician,single,tertiary,no,7546,own,no,cellular,28,137,4,failure,0
31,blue-collar,married,primary,no,620,rent,no,cellular,30,95,1,unknown,0
35,self-employed,married,tertiary,no,8647,rent,no,cellular,19,140,1,unknown,0
40,management,single,secondary,no,192,own,no,unknown,16,71,1,unknown,0
39,blue-collar,married,secondary,no,0,own,no,cellular,7,502,3,failure,0
43,technician,single,tertiary,no,27733,own,no,unknown,3,164,1,unknown,0
44,entrepreneur,married,primary,no,276,own,yes,unknown,15,219,1,unknown,0
29,technician,single,secondary,no,113,rent,no,cellular,12,328,5,success,1
40,technician,married,secondary,no,782,own,no,unknown,14,224,1,unknown,0
33,entrepreneur,married,primary,no,82,own,no,cellular,18,63,1,unknown,0
46,management,married,tertiary,no,1008,rent,no,cellular,29,24,1,unknown,0
27,unknown,single,tertiary,no,6421,rent,no,telephone,28,147,1,unknown,0
26,admin.,single,secondary,no,443,rent,no,cellular,30,84,1,unknown,0
41,technician,married,secondary,no,351,own,no,cellular,9,175,1,unknown,0
34,technician,married,tertiary,no,5060,own,no,cellular,21,12,1,unknown,0
39,technician,single,tertiary,no,-41,rent,yes,cellular,25,40,1,unknown,0
27,services,single,secondary,no,-124,rent,no,cellular,18,217,1,unknown,0
31,blue-collar,married,secondary,no,79,own,yes,cellular,23,235,1,unknown,0
44,unemployed,single,secondary,no,3945,rent,no,cellular,28,255,1,unknown,0
55,retired,married,tertiary,no,197,rent,yes,cellular,8,256,1,unknown,0
51,blue-collar,divorced,primary,no,837,rent,no,telephone,30,41,1,unknown,0
50,management,married,tertiary,no,-94,rent,yes,unknown,25,75,1,unknown,0
30,services,married,secondary,no,1743,own,no,cellular,5,192,1,unknown,0
46,technician,married,secondary,no,57,rent,no,unknown,28,796,1,unknown,1
49,admin.,married,secondary,no,635,rent,no,cellular,25,220,1,unknown,0
56,retired,married,secondary,no,-113,own,yes,cellular,12,614,1,unknown,0
47,admin.,divorced,secondary,no,225,rent,no,cellular,28,1126,1,unknown,1
30,admin.,married,secondary,no,124,rent,no,telephone,16,161,1,unknown,0
36,entrepreneur,single,secondary,no,475,rent,no,cellular,25,141,1,unknown,0
40,management,married,tertiary,no,-7,rent,yes,telephone,25,697,1,unknown,0
37,technician,single,secondary,yes,375,rent,no,unknown,9,223,1,unknown,0
42,admin.,divorced,secondary,no,936,rent,no,cellular,30,931,1,unknown,1
45,technician,married,secondary,no,1415,own,no,cellular,17,483,2,failure,0
34,unemployed,single,secondary,no,0,rent,no,cellular,17,63,1,unknown,0
27,admin.,single,secondary,no,3638,rent,no,cellular,11,271,1,unknown,0
30,blue-collar,married,secondary,no,-99,own,no,cellular,15,144,1,unknown,0
32,technician,married,secondary,no,167,own,yes,cellular,8,79,1,unknown,0
46,housemaid,married,primary,no,19,own,no,telephone,21,171,1,unknown,0
29,self-employed,married,tertiary,no,242,own,no,cellular,18,73,1,unknown,0
53,unknown,married,unknown,no,13,rent,no,telephone,28,69,1,unknown,0
32,technician,married,secondary,no,286,rent,no,cellular,20,60,5,failure,0
49,unemployed,married,secondary,no,769,own,no,unknown,14,257,1,unknown,0
35,management,married,tertiary,no,93,rent,no,cellular,4,198,2,other,0
38,blue-collar,married,secondary,no,1663,own,no,cellular,13,217,2,failure,0
39,entrepreneur,married,primary,no,238,own,yes,cellular,19,134,1,unknown,0
34,technician,single,secondary,no,2178,own,no,cellular,26,41,1,unknown,0
42,blue-collar,married,primary,no,792,own,yes,cellular,19,611,13,other,0
35,blue-collar,single,unknown,no,871,own,no,unknown,6,216,1,unknown,0
60,admin.,married,secondary,no,1025,rent,no,cellular,6,388,1,unknown,0
57,technician,divorced,secondary,no,63,own,no,unknown,5,242,1,unknown,0
31,blue-collar,single,secondary,no,16,rent,no,cellular,7,387,1,unknown,0
29,management,single,secondary,no,417,rent,no,cellular,7,90,1,unknown,0
41,services,married,secondary,no,3992,own,no,telephone,20,281,1,unknown,0
46,blue-collar,married,primary,no,2749,own,no,cellular,17,332,1,unknown,0
33,technician,married,secondary,no,133,rent,no,cellular,4,218,1,unknown,1
32,blue-collar,single,secondary,no,1721,own,no,unknown,21,650,1,unknown,0
54,management,divorced,tertiary,no,2171,own,yes,telephone,18,1034,1,unknown,1
37,services,married,secondary,no,4760,own,no,cellular,8,182,3,failure,0
32,technician,single,secondary,no,2979,rent,no,cellular,25,156,1,unknown,0
43,management,married,tertiary,no,690,own,no,cellular,6,171,1,unknown,0
50,blue-collar,divorced,secondary,no,203,own,no,telephone,19,265,5,other,0
34,blue-collar,married,secondary,no,322,own,no,cellular,20,10,1,unknown,0
31,admin.,divorced,secondary,no,1210,rent,no,cellular,16,350,1,unknown,0
43,self-employed,married,secondary,no,634,own,no,cellular,17,65,2,failure,0
49,entrepreneur,married,secondary,no,273,rent,no,cellular,23,58,1,unknown,0
22,student,single,unknown,no,47,rent,no,cellular,3,69,1,unknown,0
35,management,married,tertiary,no,1100,rent,yes,cellular,29,127,1,unknown,0
56,admin.,married,secondary,no,0,own,no,telephone,19,154,1,unknown,0
53,blue-collar,married,secondary,no,0,rent,no,telephone,31,36,1,unknown,0
54,entrepreneur,married,tertiary,no,1544,rent,yes,cellular,5,85,4,failure,0
32,services,single,unknown,no,6145,own,no,cellular,14,362,14,failure,0
41,self-employed,married,secondary,no,28,own,no,cellular,11,49,1,unknown,0
40,blue-collar,married,secondary,no,1012,own,no,cellular,6,410,1,unknown,0
33,blue-collar,married,primary,no,245,own,yes,cellular,8,253,1,unknown,0
33,management,single,tertiary,no,1998,rent,no,cellular,19,570,1,unknown,0
34,blue-collar,married,secondary,no,3990,own,no,cellular,24,633,1,unknown,0
36,services,married,secondary,no,1328,own,no,unknown,6,82,1,unknown,0
34,entrepreneur,married,tertiary,no,412,own,yes,cellular,8,164,1,unknown,0
55,management,married,primary,no,229,rent,yes,unknown,9,175,1,unknown,0
28,student,single,tertiary,no,1562,rent,no,cellular,15,659,1,unknown,1
29,admin.,single,secondary,no,3432,own,no,cellular,17,139,1,unknown,0
31,admin.,single,secondary,no,144,own,no,unknown,4,43,1,unknown,0
52,management,married,tertiary,no,1339,own,no,cellular,22,343,1,unknown,0
54,services,married,unknown,no,386,rent,yes,cellular,19,74,2,success,0
43,blue-collar,married,primary,no,7727,own,no,unknown,15,302,1,unknown,0
55,entrepreneur,married,secondary,no,204,rent,no,cellular,14,455,1,unknown,0
28,blue-collar,divorced,unknown,no,101,own,no,unknown,28,126,1,unknown,0
45,unemployed,divorced,secondary,no,728,own,yes,cellular,18,107,1,unknown,0
45,entrepreneur,married,primary,no,2418,own,no,unknown,14,120,1,unknown,0
51,management,married,tertiary,no,2934,own,no,cellular,18,727,1,unknown,0
42,technician,single,secondary,no,0,own,no,unknown,7,275,1,unknown,0
43,unknown,single,unknown,no,181,rent,no,telephone,28,41,1,unknown,0
34,management,married,tertiary,no,176,rent,no,cellular,18,61,1,unknown,0
36,blue-collar,married,primary,no,49,own,no,cellular,15,232,6,other,0
37,blue-collar,married,secondary,no,2023,own,no,cellular,10,214,1,unknown,0
50,blue-collar,married,secondary,no,372,own,no,telephone,11,21,1,unknown,0
42,management,divorced,unknown,no,7702,rent,no,cellular,16,138,1,unknown,1
34,blue-collar,single,primary,no,464,own,no,cellular,18,173,3,other,0
48,management,married,secondary,no,117,own,no,cellular,16,635,1,unknown,0
47,admin.,married,secondary,no,104,own,yes,cellular,14,77,1,unknown,0
40,management,married,tertiary,no,1041,own,no,unknown,12,73,1,unknown,0
37,management,married,tertiary,no,539,rent,no,cellular,18,540,4,failure,0
38,blue-collar,married,primary,no,0,own,no,unknown,3,179,1,unknown,0
29,technician,single,tertiary,no,406,own,no,cellular,17,119,1,unknown,0
46,blue-collar,married,primary,no,2558,own,no,telephone,20,107,2,other,0
26,blue-collar,married,secondary,no,484,own,no,unknown,19,48,1,unknown,0
30,services,single,tertiary,no,3516,own,no,unknown,29,447,1,unknown,0
42,blue-collar,married,secondary,no,5639,own,no,cellular,17,430,1,unknown,0
42,management,single,tertiary,no,100,rent,no,cellular,7,64,1,unknown,0
31,admin.,single,secondary,no,1306,own,no,unknown,28,217,1,unknown,0
37,management,single,tertiary,no,815,own,no,cellular,7,77,1,unknown,0
26,blue-collar,married,secondary,no,245,own,no,unknown,26,16,1,unknown,0
54,blue-collar,married,unknown,no,191,rent,no,cellular,4,753,1,unknown,0
70,retired,married,secondary,no,2815,rent,no,cellular,26,125,2,failure,0
29,self-employed,single,secondary,no,3672,own,yes,unknown,28,1210,1,unknown,0
50,services,married,secondary,no,1572,own,no,cellular,9,185,1,unknown,0
60,unemployed,divorced,secondary,no,385,own,no,cellular,4,80,1,unknown,0
32,technician,single,secondary,no,29,rent,no,cellular,19,156,1,unknown,0
32,technician,married,secondary,no,84,rent,yes,cellular,29,403,1,unknown,0
34,self-employed,single,tertiary,no,876,own,no,cellular,17,145,1,unknown,0
48,services,single,primary,no,1499,own,no,cellular,12,17,1,unknown,0
25,student,married,tertiary,no,0,own,no,cellular,9,160,1,unknown,0
32,management,married,secondary,no,6217,own,yes,cellular,18,486,3,failure,0
32,blue-collar,married,primary,no,329,own,no,cellular,3,321,1,unknown,0
47,admin.,divorced,secondary,no,162,own,no,unknown,9,203,1,unknown,0
32,technician,married,unknown,no,14533,rent,no,cellular,31,646,3,success,0
49,management,single,tertiary,no,151,own,no,cellular,8,97,1,unknown,1
53,services,married,secondary,no,-2,own,yes,cellular,16,144,1,unknown,0
41,blue-collar,single,unknown,no,4684,rent,no,unknown,20,30,1,unknown,0
47,management,divorced,tertiary,no,1149,rent,yes,cellular,15,82,1,unknown,0
35,blue-collar,married,primary,no,11,own,no,unknown,13,326,1,unknown,0
33,management,single,secondary,no,8004,rent,no,cellular,19,414,1,unknown,0
49,blue-collar,married,primary,no,1019,own,no,cellular,16,285,1,unknown,0
46,management,divorced,tertiary,no,1297,rent,no,cellular,11,716,1,unknown,1
29,management,divorced,tertiary,no,415,own,yes,unknown,28,449,1,unknown,0
58,self-employed,married,primary,no,671,own,no,unknown,17,16,1,unknown,0
40,admin.,single,secondary,no,2378,own,no,unknown,2,65,1,unknown,0
34,management,married,tertiary,no,417,own,no,cellular,18,138,1,unknown,0
60,retired,married,primary,no,71,rent,no,cellular,10,121,1,unknown,0
43,management,married,tertiary,no,1188,rent,no,cellular,27,140,1,unknown,0
50,blue-collar,married,primary,no,8139,own,no,cellular,18,256,1,unknown,0
33,blue-collar,married,secondary,no,249,own,no,cellular,31,61,1,unknown,0
37,blue-collar,married,primary,no,689,own,no,cellular,14,367,1,unknown,0
